Farm_ID,Crop,Soil_Type,Season,Irrigation_Type,Nitrogen,Phosphorus,Potassium,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,Farm_Area_ha,Water_Availability_L,Water_Requirement_mm,Yield_ton_per_ha,Water_Efficiency
2321,Rice,Alluvial,Kharif,Furrow,84,66,58,6.51,27.79,77.68,614.38,83.62,2.91,17747376.95,1738.3,4.2,0.00242
2322,Maize,Red,Rabi,Sprinkler,83,56,50,6.91,26.42,50.07,378.92,47.61,5.24,60657369.13,673.3,3.76,0.00558
2323,Sugarcane,Black,Kharif,Drip,160,51,101,6.6,27.56,93.91,1542.22,71.8,6.99,89009303.04,1620.51,74.37,0.04589
2324,Tomato,Alluvial,Kharif,Sprinkler,108,54,81,6.06,23.15,69.57,455.83,64.14,3.02,12063350.05,515.87,60.32,0.11693
2325,Sugarcane,Black,Zaid,Flood,117,63,71,6.35,28.94,66.13,1246.47,68.57,86.61,1159091875.48,2542.25,77.59,0.03052
2326,Groundnut,Loamy,Rabi,Drip,49,35,39,6.41,28.09,66.94,389.99,35.05,8.21,41837814.91,568.22,1.54,0.00271
2327,Maize,Alluvial,Rabi,Drip,93,65,45,6.87,28.06,76.17,552.13,48.66,5.1,14804602.15,604.65,6.51,0.01077
2328,Maize,Loamy,Rabi,Furrow,125,53,68,6.79,20.99,65.53,611.12,54.97,2.29,15521532.27,605.38,4.06,0.00671
2329,Groundnut,Sandy,Rabi,Rainfed,46,28,39,6.3,27.93,69.55,648.61,50.04,79.33,943879694.05,591.61,2.83,0.00478
2330,Groundnut,Laterite,Rabi,Sprinkler,63,42,32,6.18,22.7,54.55,545.39,30.44,6.32,61214271.4,436.16,2.66,0.0061
2331,Tomato,Alluvial,Zaid,Sprinkler,96,51,73,5.88,29.97,76.65,349.41,35.88,90.78,1036058683.07,650.98,37.01,0.05685
2332,Sugarcane,Loamy,Kharif,Drip,92,41,57,6.36,22.86,78.6,1405.49,60.13,236.79,2010835312.84,1419.9,82.98,0.05844
2333,Millet,Loamy,Kharif,Rainfed,74,46,21,6.85,34.0,39.49,346.02,32.35,8.44,44405900.71,422.36,2.99,0.00708
2334,Tomato,Loamy,Zaid,Furrow,98,36,86,5.93,28.67,77.46,308.4,49.24,0.88,6835820.97,494.74,42.6,0.08611
2335,Maize,Alluvial,Kharif,Drip,101,44,60,6.77,24.22,72.1,567.04,63.09,3.65,34543988.68,669.07,5.32,0.00795
2336,Millet,Loamy,Zaid,Drip,89,34,56,6.85,33.37,59.8,371.82,24.5,6.73,41611763.22,436.07,2.18,0.005
2337,Maize,Loamy,Rabi,Drip,81,48,70,6.4,29.41,51.48,390.21,41.9,697.38,5307573054.25,856.73,4.95,0.00578
2338,Rice,Loamy,Kharif,Furrow,136,35,60,6.27,25.01,94.53,604.39,68.02,2.54,12346857.56,1598.46,4.31,0.0027
2339,Groundnut,Sandy,Rabi,Rainfed,39,29,46,6.33,30.05,63.28,452.77,30.5,5.83,21658782.64,417.09,1.68,0.00403
2340,Rice,Loamy,Kharif,Flood,86,69,54,6.02,32.01,72.91,1031.07,72.85,0.3,2244843.87,1313.13,3.9,0.00297
2341,Wheat,Clay,Rabi,Sprinkler,84,32,47,6.67,12.87,54.96,128.46,59.69,8.28,39721900.12,475.35,5.41,0.01138
2342,Maize,Alluvial,Rabi,Drip,102,35,55,5.81,23.13,57.78,680.45,51.57,214.6,2411948262.95,667.87,5.92,0.00886
2343,Tomato,Alluvial,Kharif,Sprinkler,101,72,58,6.53,18.65,66.34,439.51,55.89,4.98,32936714.24,596.32,63.69,0.10681
2344,Tomato,Loamy,Kharif,Sprinkler,87,66,62,6.12,24.45,73.99,248.86,62.32,1.23,4667542.93,418.85,35.66,0.08514
2345,Wheat,Clay,Rabi,Drip,98,64,60,7.23,18.44,58.58,226.2,37.86,94.27,1245203246.92,535.24,4.44,0.0083
2346,Cotton,Black,Kharif,Furrow,61,35,64,6.79,24.61,45.9,552.77,60.48,59.83,522833887.11,1106.12,2.25,0.00203
2347,Tomato,Red,Kharif,Sprinkler,103,54,81,6.42,23.39,79.24,268.79,37.3,9.92,69404986.15,497.27,59.1,0.11885
2348,Rice,Clay,Kharif,Furrow,107,53,42,6.01,26.86,85.94,1416.57,67.88,43.3,302459524.85,1428.52,3.98,0.00279
2349,Millet,Red,Kharif,Sprinkler,57,31,33,6.48,33.27,43.8,433.63,25.45,9.48,68449418.47,331.16,2.45,0.0074
2350,Groundnut,Laterite,Rabi,Sprinkler,55,46,45,6.85,22.11,69.1,601.25,47.57,764.4,4827379010.42,421.75,2.65,0.00628
2351,Rice,Clay,Kharif,Flood,135,48,52,6.64,27.82,79.88,1285.94,61.52,31.79,114862326.35,1303.66,4.16,0.00319
2352,Rice,Loamy,Kharif,Drip,95,41,47,6.72,30.45,87.33,732.75,65.78,8.13,78983648.49,1404.93,4.38,0.00312
2353,Sugarcane,Black,Kharif,Furrow,104,71,100,6.6,28.54,68.99,1274.52,83.73,8.76,123435148.09,2331.23,99.91,0.04286
2354,Tomato,Red,Zaid,Drip,60,55,77,6.74,28.08,67.67,480.85,48.89,6.61,71492401.79,587.5,54.11,0.0921
2355,Sugarcane,Black,Kharif,Furrow,114,59,64,6.12,24.07,83.85,1391.26,87.23,3.15,46830815.05,2051.27,67.28,0.0328
2356,Sugarcane,Clay,Kharif,Drip,121,68,65,6.37,24.09,65.96,1351.43,64.38,86.19,349507125.75,1819.26,72.57,0.03989
2357,Groundnut,Loamy,Rabi,Sprinkler,33,27,47,6.47,28.44,55.46,429.55,55.98,6.65,91191370.31,454.83,1.73,0.0038
2358,Cotton,Black,Kharif,Drip,52,52,75,7.35,31.55,67.23,714.35,53.21,54.91,607035860.22,908.74,1.99,0.00219
2359,Groundnut,Sandy,Kharif,Sprinkler,27,48,37,6.73,25.89,70.99,380.94,43.82,21.27,81158670.44,492.23,2.64,0.00536
2360,Maize,Red,Rabi,Sprinkler,87,57,54,6.04,24.22,53.41,575.42,40.1,3.01,39360826.93,597.05,6.55,0.01097
2361,Millet,Loamy,Kharif,Rainfed,90,38,27,5.85,35.28,45.92,410.61,38.4,9.67,75725979.11,274.22,2.64,0.00963
2362,Cotton,Loamy,Kharif,Drip,74,35,46,7.45,33.83,61.13,974.1,38.04,4.47,22376368.56,1011.82,2.03,0.00201
2363,Maize,Red,Rabi,Sprinkler,111,44,56,6.68,27.27,79.6,656.96,67.23,5.39,20014987.33,578.96,5.55,0.00959
2364,Sugarcane,Alluvial,Kharif,Flood,103,49,87,7.47,27.51,93.49,1389.82,84.13,131.08,376282611.19,2143.89,63.33,0.02954
2365,Wheat,Alluvial,Rabi,Flood,79,55,60,7.35,20.0,61.83,107.95,59.26,801.33,5440382210.94,521.28,5.0,0.00959
2366,Millet,Red,Kharif,Drip,87,39,50,7.21,35.63,41.55,311.55,35.23,7.13,92393307.39,387.16,2.69,0.00695
2367,Sugarcane,Loamy,Kharif,Flood,133,66,76,7.45,27.63,82.39,1461.45,74.38,5.75,38708275.82,1740.35,61.84,0.03553
2368,Cotton,Alluvial,Kharif,Furrow,81,35,53,6.96,29.3,62.64,683.63,62.02,60.16,705863322.65,850.28,2.05,0.00241
2369,Groundnut,Red,Rabi,Rainfed,69,25,56,5.68,26.21,67.81,373.84,37.84,1.16,10992930.4,534.78,2.58,0.00482
2370,Wheat,Loamy,Rabi,Furrow,93,64,40,6.3,13.51,52.81,74.21,42.3,9.18,81815284.71,608.9,5.27,0.00865
2371,Sugarcane,Clay,Zaid,Furrow,92,72,62,7.01,23.63,79.87,1446.98,77.56,9.77,64770742.87,1467.49,54.73,0.03729
2372,Groundnut,Red,Rabi,Drip,69,37,55,5.72,28.12,62.51,370.76,55.94,243.34,1908003251.2,405.42,1.76,0.00434
2373,Rice,Clay,Kharif,Flood,133,55,44,5.74,33.85,78.32,1014.73,68.83,1.45,6948395.77,1865.63,6.13,0.00329
2374,Sugarcane,Black,Kharif,Flood,121,66,57,6.13,35.49,73.99,752.76,82.95,6.03,30295741.7,1737.92,64.23,0.03696
2375,Sugarcane,Loamy,Kharif,Flood,119,55,84,7.31,26.94,77.13,945.14,70.19,7.22,23453803.5,1526.2,70.04,0.04589
2376,Groundnut,Loamy,Kharif,Rainfed,30,40,57,6.68,31.73,58.79,370.77,55.84,1.02,6905973.12,558.26,2.2,0.00394
2377,Rice,Clay,Kharif,Flood,93,70,69,6.17,31.51,73.14,1216.93,85.96,2.62,33273840.49,1601.42,5.75,0.00359
2378,Wheat,Alluvial,Rabi,Sprinkler,106,40,38,7.25,19.21,42.08,222.54,31.67,11.17,30292062.86,507.5,5.61,0.01105
2379,Wheat,Clay,Rabi,Drip,62,33,45,6.33,15.12,48.72,227.57,53.06,39.73,362426734.45,488.55,3.6,0.00737
2380,Cotton,Black,Kharif,Drip,95,60,31,7.37,25.19,58.87,989.31,41.47,3.64,53700293.72,888.82,2.97,0.00334
2381,Maize,Alluvial,Rabi,Furrow,113,30,59,6.2,31.14,66.19,381.26,68.51,31.04,181425492.63,587.3,4.88,0.00831
2382,Maize,Loamy,Rabi,Drip,78,40,31,6.34,22.81,65.34,529.78,42.34,4.95,25901041.98,716.81,4.23,0.0059
2383,Rice,Clay,Kharif,Drip,80,50,56,5.92,30.7,87.25,644.7,72.55,5.39,31029640.97,1517.59,5.08,0.00335
2384,Rice,Loamy,Kharif,Furrow,80,67,43,6.27,33.17,70.24,1200.87,60.1,4.46,49185233.66,1978.75,4.13,0.00209
2385,Sugarcane,Alluvial,Zaid,Flood,160,84,65,7.23,31.52,90.49,1058.98,80.88,326.74,3391513231.32,1685.98,72.44,0.04297
2386,Millet,Red,Kharif,Sprinkler,35,44,33,6.34,32.51,60.98,356.99,22.36,91.7,912592702.43,360.46,2.21,0.00613
2387,Wheat,Alluvial,Rabi,Drip,89,53,47,6.08,10.33,58.52,151.97,37.35,7.06,91800030.57,544.69,5.15,0.00945
2388,Tomato,Laterite,Zaid,Furrow,98,75,63,6.44,28.29,62.61,468.34,39.79,3.89,27266140.41,485.95,60.21,0.1239
2389,Maize,Loamy,Kharif,Rainfed,79,62,59,6.03,28.47,67.06,459.59,59.55,4.96,71051750.73,516.02,6.25,0.01211
2390,Maize,Alluvial,Kharif,Sprinkler,100,57,70,6.11,28.93,73.09,715.43,60.55,8.61,80306125.32,617.32,3.51,0.00569
2391,Rice,Loamy,Kharif,Furrow,89,52,61,6.19,27.75,71.89,643.96,88.49,9.17,93482743.94,1588.75,4.45,0.0028
2392,Groundnut,Red,Kharif,Drip,64,31,37,7.0,26.44,55.1,639.81,32.62,37.34,302590648.72,455.1,2.76,0.00606
2393,Tomato,Laterite,Rabi,Drip,104,40,81,5.66,20.67,68.51,483.96,35.26,6.87,24862814.14,599.23,52.5,0.08761
2394,Rice,Loamy,Kharif,Furrow,93,48,46,5.59,26.88,76.31,1318.3,79.26,3.55,9375718.58,1353.69,3.74,0.00276
2395,Cotton,Alluvial,Kharif,Furrow,76,34,55,7.93,31.75,63.31,834.4,53.02,9.77,53032015.29,1031.18,2.6,0.00252
2396,Cotton,Alluvial,Kharif,Furrow,66,57,34,6.64,27.77,54.3,688.29,41.83,4.81,43447621.46,1038.01,2.42,0.00233
2397,Rice,Alluvial,Kharif,Flood,120,51,69,6.13,29.55,74.32,607.64,87.89,1.33,15579268.32,1579.42,4.95,0.00313
2398,Wheat,Loamy,Rabi,Drip,85,60,52,6.47,24.48,53.7,216.9,48.35,392.0,2227126676.46,630.56,4.13,0.00655
2399,Maize,Black,Kharif,Sprinkler,86,49,58,7.18,21.69,63.29,315.69,60.48,7.05,102738565.29,697.72,5.43,0.00778
2400,Millet,Loamy,Kharif,Sprinkler,49,41,53,5.65,26.5,46.09,287.89,32.64,255.42,875661100.39,308.33,1.98,0.00642
2401,Cotton,Black,Kharif,Furrow,76,65,50,6.27,26.97,53.78,772.61,64.71,6.89,36947866.61,1068.56,3.39,0.00317
2402,Cotton,Alluvial,Kharif,Sprinkler,101,50,32,5.99,31.26,68.64,843.62,40.92,68.29,558906972.19,1088.99,2.03,0.00186
2403,Maize,Alluvial,Rabi,Sprinkler,110,57,51,6.53,28.95,59.32,407.86,43.78,2.73,15348166.44,813.84,5.56,0.00683
2404,Millet,Red,Kharif,Rainfed,62,41,29,6.61,35.5,63.05,237.48,33.41,9.31,44795929.86,369.85,3.32,0.00898
2405,Millet,Sandy,Kharif,Rainfed,48,39,48,7.1,31.13,44.01,208.9,26.95,34.57,504684970.67,352.6,3.58,0.01015
2406,Millet,Red,Kharif,Drip,78,41,56,7.39,33.77,45.78,168.09,25.21,0.78,5377904.75,377.67,2.02,0.00535
2407,Wheat,Loamy,Rabi,Drip,111,51,56,6.71,13.7,60.42,220.83,32.45,96.84,910769096.02,570.82,2.84,0.00498
2408,Sugarcane,Loamy,Zaid,Flood,139,43,78,6.8,35.38,70.26,1184.92,89.94,2.85,24887675.69,1941.24,80.31,0.04137
2409,Rice,Alluvial,Kharif,Furrow,115,45,40,6.39,26.15,81.3,633.35,83.94,6.1,78252916.15,1420.97,5.48,0.00386
2410,Maize,Black,Kharif,Furrow,77,32,50,6.16,29.0,51.03,572.29,65.71,9.2,67976325.57,815.49,4.22,0.00517
2411,Sugarcane,Alluvial,Zaid,Furrow,140,63,94,6.23,35.06,87.88,1556.47,68.98,2.88,11708495.39,1700.11,71.33,0.04196
2412,Tomato,Alluvial,Zaid,Sprinkler,59,44,46,6.3,26.45,73.34,432.1,41.05,1.62,5992930.08,623.65,44.13,0.07076
2413,Cotton,Alluvial,Kharif,Drip,91,34,33,6.9,34.39,69.85,877.44,40.3,98.52,1414269582.08,1080.0,2.56,0.00237
2414,Wheat,Clay,Rabi,Furrow,76,47,69,6.69,12.32,49.17,68.07,32.66,6.21,73660867.92,543.34,3.79,0.00698
2415,Wheat,Clay,Rabi,Flood,113,45,39,6.1,18.73,62.51,102.73,55.64,8.77,85082969.35,584.01,4.92,0.00842
2416,Wheat,Alluvial,Rabi,Flood,96,33,37,6.92,11.27,43.73,244.2,35.34,4.08,42119282.03,550.77,3.85,0.00699
2417,Tomato,Red,Zaid,Drip,100,49,90,6.55,22.76,66.36,351.67,44.9,7.66,21926157.96,631.97,42.57,0.06736
2418,Tomato,Alluvial,Zaid,Sprinkler,108,52,57,6.08,25.96,60.58,397.08,62.02,2.76,38556591.78,651.31,71.64,0.10999
2419,Cotton,Alluvial,Kharif,Drip,83,30,57,5.84,29.35,65.26,713.2,49.38,27.04,280537321.2,747.76,2.22,0.00297
2420,Cotton,Black,Kharif,Drip,64,32,72,6.23,27.68,73.93,914.03,51.3,4.62,40076036.83,937.02,2.93,0.00313
2421,Rice,Alluvial,Kharif,Flood,131,42,35,6.51,27.74,94.09,760.39,60.6,1.29,5335421.02,1201.03,3.51,0.00292
2422,Sugarcane,Loamy,Kharif,Flood,153,61,50,6.93,30.48,86.82,1551.43,62.47,3.51,8963043.63,1992.27,79.61,0.03996
2423,Sugarcane,Loamy,Kharif,Furrow,157,80,65,6.02,32.55,88.1,739.16,78.52,30.05,304847610.46,1764.46,72.07,0.04085
2424,Cotton,Loamy,Kharif,Drip,73,61,61,7.56,31.25,64.97,595.89,43.29,0.64,8970461.54,730.11,2.83,0.00388
2425,Groundnut,Laterite,Kharif,Rainfed,32,55,56,6.69,27.15,61.98,611.11,56.04,7.78,56831499.96,521.43,2.15,0.00412
2426,Wheat,Clay,Rabi,Flood,63,46,38,7.1,12.58,67.04,65.72,31.53,1.21,11000360.03,406.89,3.19,0.00784
2427,Wheat,Clay,Rabi,Furrow,93,30,36,6.04,10.41,43.38,209.21,43.46,29.13,344329514.54,607.43,4.49,0.00739
2428,Maize,Loamy,Rabi,Drip,123,34,35,6.56,25.8,69.92,418.99,43.82,1.46,6346661.38,659.77,4.33,0.00656
2429,Millet,Sandy,Kharif,Drip,49,49,40,5.87,32.38,37.59,204.58,33.91,7.86,80868029.48,442.83,2.68,0.00605
2430,Groundnut,Red,Kharif,Drip,62,45,30,6.37,23.29,55.54,682.15,30.11,8.47,109812004.82,492.88,2.06,0.00418
2431,Maize,Red,Kharif,Sprinkler,108,62,61,6.05,30.62,55.78,545.2,45.88,788.63,11193405415.87,733.87,4.97,0.00677
2432,Rice,Alluvial,Kharif,Flood,90,60,64,5.52,32.05,70.55,884.38,70.66,1.26,15351711.62,1317.71,4.54,0.00345
2433,Maize,Loamy,Kharif,Sprinkler,79,34,33,6.19,24.25,63.84,350.53,69.4,37.92,273280175.94,516.77,4.78,0.00925
2434,Millet,Red,Zaid,Rainfed,33,45,27,7.28,31.01,55.11,159.05,42.39,5.33,36355604.18,427.85,1.79,0.00418
2435,Maize,Black,Rabi,Sprinkler,128,47,63,6.73,24.92,62.61,775.34,42.07,602.56,7380748230.12,583.57,6.21,0.01064
2436,Groundnut,Red,Kharif,Sprinkler,38,57,30,6.09,29.55,64.95,354.06,34.26,3.19,34949214.69,653.58,1.45,0.00222
2437,Millet,Red,Zaid,Rainfed,67,48,40,7.01,34.72,32.28,443.98,21.45,23.57,71057383.31,328.56,1.68,0.00511
2438,Tomato,Loamy,Rabi,Sprinkler,103,37,73,6.34,18.92,62.75,483.87,35.45,58.3,678350279.58,493.1,51.48,0.1044
2439,Sugarcane,Alluvial,Zaid,Drip,126,58,98,7.51,27.16,77.46,1420.68,76.35,5.41,34931159.03,2297.47,93.48,0.04069
2440,Rice,Alluvial,Kharif,Flood,83,62,39,6.58,26.54,78.26,718.43,71.41,82.23,709129969.22,1317.12,4.72,0.00358
2441,Rice,Alluvial,Kharif,Flood,120,61,57,5.76,26.47,91.35,697.21,83.58,6.0,23589725.39,1536.82,5.1,0.00332
2442,Maize,Red,Rabi,Rainfed,70,60,46,7.11,30.47,73.04,589.67,64.26,2.58,32120588.58,582.07,6.84,0.01175
2443,Maize,Alluvial,Rabi,Rainfed,82,40,69,6.18,24.95,77.24,780.91,57.01,88.14,254136341.63,570.42,3.83,0.00671
2444,Sugarcane,Loamy,Zaid,Flood,127,43,63,6.1,25.88,82.67,826.95,69.47,6.83,78202896.4,2271.48,76.61,0.03373
2445,Groundnut,Sandy,Kharif,Drip,70,36,63,5.58,24.18,65.94,573.67,54.98,9.22,44591931.15,505.17,2.28,0.00451
2446,Tomato,Red,Rabi,Drip,109,44,72,6.84,22.53,55.48,345.82,53.52,8.75,124289688.17,473.58,35.53,0.07502
2447,Sugarcane,Black,Zaid,Furrow,136,85,90,6.28,31.31,76.63,1043.59,86.32,1.72,7514913.18,1603.42,92.73,0.05783
2448,Maize,Alluvial,Kharif,Sprinkler,81,56,63,7.13,29.17,54.85,403.97,57.88,0.44,3979884.39,677.7,5.42,0.008
2449,Rice,Clay,Kharif,Furrow,126,62,69,6.59,27.56,83.37,815.92,89.06,7.3,109201162.72,1460.45,3.35,0.00229
2450,Sugarcane,Loamy,Kharif,Flood,113,70,107,6.83,26.37,83.15,1298.04,62.78,3.95,45988943.86,1747.91,87.15,0.04986
2451,Wheat,Loamy,Rabi,Drip,68,45,63,6.63,12.71,68.56,84.75,55.76,89.97,887660772.56,534.28,3.39,0.00634
2452,Groundnut,Sandy,Kharif,Sprinkler,34,48,64,6.14,30.58,64.51,441.22,56.77,78.35,257481919.74,450.96,3.12,0.00692
2453,Sugarcane,Black,Zaid,Flood,94,80,109,6.76,26.95,84.5,1146.44,71.7,8.28,91771845.88,1919.75,98.55,0.05133
2454,Wheat,Loamy,Rabi,Furrow,104,52,64,7.4,16.72,67.6,211.38,51.6,3.29,21823118.57,540.79,3.14,0.00581
2455,Millet,Sandy,Zaid,Sprinkler,83,33,51,6.11,30.52,34.07,183.76,25.25,315.13,1533810601.2,420.51,3.0,0.00713
2456,Millet,Red,Zaid,Drip,38,45,58,6.99,32.49,30.51,400.92,23.77,8.23,98356331.41,434.41,2.11,0.00486
2457,Sugarcane,Alluvial,Zaid,Furrow,130,57,89,7.06,31.68,81.67,1339.41,64.52,295.26,3487049529.03,1682.8,66.25,0.03937
2458,Cotton,Alluvial,Kharif,Drip,82,60,66,6.87,33.62,71.34,751.48,63.83,6.77,38174922.07,939.09,2.39,0.00255
2459,Maize,Red,Kharif,Furrow,84,31,39,6.31,31.09,75.05,556.21,54.33,7.83,109560175.27,613.37,6.25,0.01019
2460,Millet,Loamy,Kharif,Sprinkler,38,17,43,5.95,35.16,52.07,273.58,30.91,85.32,1118787550.81,343.99,2.19,0.00637
2461,Sugarcane,Clay,Kharif,Drip,119,75,64,7.49,30.68,77.93,1296.14,85.83,0.95,11421291.93,1890.03,73.12,0.03869
2462,Millet,Loamy,Kharif,Sprinkler,34,44,43,5.95,29.51,34.6,357.64,32.05,79.86,1080426754.34,371.78,3.43,0.00923
2463,Rice,Alluvial,Kharif,Furrow,118,35,36,6.51,32.92,83.92,1300.36,70.68,88.84,241184970.15,1319.82,4.29,0.00325
2464,Cotton,Loamy,Kharif,Sprinkler,77,39,69,5.82,31.7,61.09,848.91,50.28,3.59,28919467.55,991.79,2.16,0.00218
2465,Tomato,Alluvial,Rabi,Furrow,105,59,76,5.8,26.88,57.57,372.51,41.52,3.16,17760673.78,448.78,44.05,0.09815
2466,Millet,Sandy,Zaid,Drip,43,36,31,6.57,30.17,39.32,372.37,36.69,3.3,47812476.39,381.75,2.34,0.00613
2467,Millet,Loamy,Zaid,Rainfed,70,17,40,7.37,27.91,46.04,298.1,38.22,52.28,699531305.46,274.43,2.2,0.00802
2468,Cotton,Black,Kharif,Drip,85,29,71,6.89,26.96,64.91,805.93,38.22,79.0,219212777.36,1009.4,3.73,0.0037
2469,Wheat,Clay,Rabi,Drip,102,60,54,7.01,14.08,59.76,209.75,44.51,7.3,62625192.77,552.45,5.81,0.01052
2470,Rice,Clay,Kharif,Drip,123,39,61,5.84,32.04,89.07,1372.76,86.39,6.08,55011886.67,1451.17,3.45,0.00238
2471,Millet,Red,Kharif,Drip,50,29,53,5.67,35.94,31.32,425.85,22.0,2.12,14617621.6,339.57,2.73,0.00804
2472,Groundnut,Red,Kharif,Sprinkler,31,35,41,6.68,28.14,60.52,371.19,46.75,9.81,94581342.66,560.56,2.62,0.00467
2473,Groundnut,Laterite,Kharif,Drip,33,60,73,6.51,30.64,54.53,617.48,50.4,73.87,1024707521.84,627.56,2.77,0.00441
2474,Cotton,Loamy,Kharif,Sprinkler,68,59,39,6.93,24.29,65.99,921.35,43.75,98.93,818085641.61,721.43,2.67,0.0037
2475,Sugarcane,Loamy,Zaid,Flood,144,55,105,7.6,25.31,77.67,1346.47,63.97,91.67,712884344.49,1623.2,83.68,0.05155
2476,Cotton,Alluvial,Kharif,Furrow,72,58,37,6.07,30.04,53.82,703.25,64.83,4.21,19061210.32,1103.56,1.84,0.00167
2477,Maize,Alluvial,Kharif,Furrow,109,45,70,6.02,29.66,75.38,561.3,40.91,4.57,14533677.41,722.11,3.86,0.00535
2478,Wheat,Clay,Rabi,Drip,68,53,31,6.39,16.06,63.39,56.07,40.53,8.3,30838672.6,514.32,3.23,0.00628
2479,Rice,Clay,Kharif,Drip,126,60,66,6.11,28.92,81.25,618.36,62.87,3.62,28273600.22,1622.95,5.79,0.00357
2480,Wheat,Clay,Rabi,Flood,61,52,65,6.2,13.07,55.85,224.29,42.42,1.12,15613011.39,582.19,4.66,0.008
2481,Maize,Black,Kharif,Sprinkler,97,33,55,6.57,20.62,61.83,628.41,65.43,93.64,282947605.85,758.02,4.83,0.00637
2482,Sugarcane,Black,Zaid,Furrow,99,75,71,6.15,30.49,91.95,904.35,70.42,5.7,69767271.42,1495.46,61.3,0.04099
2483,Millet,Sandy,Kharif,Rainfed,79,44,20,7.07,28.91,52.96,203.75,33.43,21.81,202757892.89,417.63,1.54,0.00369
2484,Rice,Clay,Kharif,Drip,136,69,54,6.58,27.29,84.2,1435.73,61.5,7.22,20030415.84,1258.8,3.45,0.00274
2485,Cotton,Alluvial,Kharif,Furrow,66,50,77,7.93,31.44,69.74,936.98,50.85,1.59,12165309.25,1025.28,1.93,0.00188
2486,Maize,Loamy,Rabi,Sprinkler,92,60,51,7.16,31.4,68.26,656.06,41.11,11.04,76430011.23,615.66,5.41,0.00879
2487,Maize,Loamy,Rabi,Rainfed,112,32,32,6.1,29.91,55.75,443.27,44.87,5.42,78182559.19,548.56,6.18,0.01127
2488,Rice,Loamy,Kharif,Flood,87,58,48,5.7,29.54,75.98,1238.02,64.37,5.12,29201717.0,1347.79,5.12,0.0038
2489,Cotton,Alluvial,Kharif,Furrow,85,43,52,6.54,22.18,60.73,660.91,61.33,69.72,527472900.7,718.23,2.45,0.00341
2490,Maize,Black,Kharif,Sprinkler,71,48,52,6.62,28.6,65.19,601.22,65.79,2.63,16182951.28,555.73,5.15,0.00927
2491,Rice,Alluvial,Kharif,Flood,126,62,42,6.41,24.79,73.96,926.33,74.09,5.75,44267261.18,1435.88,4.19,0.00292
2492,Tomato,Laterite,Rabi,Furrow,72,55,49,5.91,24.51,65.67,562.37,59.98,38.33,419227152.7,520.87,53.47,0.10266
2493,Maize,Loamy,Rabi,Drip,82,30,58,5.94,22.01,54.42,611.39,52.2,9.51,53950242.49,549.17,5.48,0.00998
2494,Millet,Sandy,Zaid,Sprinkler,41,34,29,5.65,35.79,51.21,308.92,42.22,4.88,58171459.92,344.43,1.59,0.00462
2495,Wheat,Clay,Rabi,Furrow,75,35,49,6.11,24.81,54.87,60.02,48.24,4.91,26625566.75,642.27,4.0,0.00623
2496,Sugarcane,Black,Kharif,Furrow,104,69,81,7.6,35.17,68.79,1434.64,80.26,874.11,2813370282.37,2570.23,55.21,0.02148
2497,Maize,Black,Rabi,Furrow,126,38,70,6.19,23.33,68.31,338.09,57.86,57.24,438228543.88,557.71,4.86,0.00871
2498,Wheat,Clay,Rabi,Furrow,112,57,59,7.39,11.75,68.73,160.13,41.75,4.49,53679371.78,549.67,2.82,0.00513
2499,Rice,Loamy,Kharif,Furrow,104,46,68,6.61,31.76,75.4,650.46,63.97,2.65,19939696.46,1808.97,5.52,0.00305
2500,Groundnut,Red,Rabi,Rainfed,52,52,49,5.51,27.27,67.65,514.39,57.2,0.39,3385239.67,473.65,2.23,0.00471
2501,Tomato,Loamy,Kharif,Furrow,101,61,61,5.81,27.35,68.25,278.83,50.98,6.96,18873556.28,585.51,39.8,0.06797
2502,Millet,Sandy,Zaid,Sprinkler,78,38,44,7.43,26.79,56.19,449.5,28.66,6.29,92216052.19,408.14,2.24,0.00549
2503,Cotton,Loamy,Kharif,Furrow,108,63,72,6.52,32.52,49.87,989.44,60.93,9.47,82671865.16,804.86,2.18,0.00271
2504,Millet,Sandy,Zaid,Drip,53,39,25,6.0,35.81,58.28,401.48,32.74,8.66,124584196.62,301.45,2.94,0.00975
2505,Groundnut,Laterite,Kharif,Sprinkler,32,40,36,7.0,22.4,51.05,597.55,53.51,5.48,18434886.4,512.45,1.69,0.0033
2506,Sugarcane,Loamy,Zaid,Drip,147,60,54,7.12,30.88,93.69,1588.71,88.35,4.86,14403662.94,1468.49,64.6,0.04399
2507,Rice,Loamy,Kharif,Furrow,92,48,50,6.71,27.91,71.2,1140.04,70.74,3.35,29029967.2,1705.29,5.87,0.00344
2508,Tomato,Red,Zaid,Sprinkler,57,41,65,5.57,27.06,57.37,248.21,52.69,9.63,135589664.1,600.72,41.3,0.06875
2509,Millet,Sandy,Kharif,Rainfed,63,39,39,6.33,25.53,37.69,410.8,41.25,6.46,77731905.12,294.81,1.41,0.00478
2510,Rice,Alluvial,Kharif,Drip,86,60,59,5.56,32.67,92.95,1135.84,68.54,9.35,116723580.77,1513.65,5.76,0.00381
2511,Groundnut,Loamy,Kharif,Rainfed,25,35,66,7.0,25.83,58.53,684.75,40.02,7.96,31859559.58,557.04,1.5,0.00269
